video_id,title,channel_name,published_at,publish_year,publish_month,days_since_publish,duration,views,likes,comments,views_per_day,is_viral,language_code,language_name,region_fetched,category_id,fetched_at
QZYDmwpVDGs,MAJHEY MAJHEY TOBO - TAPOSH FEAT. MAHTIM SHAKIB : OMZ WIND OF CHANGE [ S:06 ],Gaan Bangla TV,2020-05-27,2020,5,2138,PT6M22S,39434999,450435.0,15463.0,18444.81,0,en,English,search,10,2026-04-05 12:41:54
6LD30ChPsSs,"The Life of Ram Video Song | 96 | Vijay Sethupathi, Trisha | Govind Vasantha | C. Prem Kumar",Think Music India,2018-10-09,2018,10,2735,PT6M12S,208216239,1138127.0,35455.0,76130.25,0,en,English,search,10,2026-04-05 12:41:54
g1JlVmMEebI,SLAY (슬레이) '나타나 줘' Special Clip,SLAY 슬레이 ,2026-04-02,2026,4,3,PT3M6S,437391,6615.0,324.0,145797.0,1,ko,Korean,KR,22,2026-04-05 12:41:54
4pCVPSchGlA,The Cranberries - Zombie (Sub. Español + Lyrics),nostalgia lyrics.,2026-03-30,2026,3,5,PT5M9S,800977,2647.0,34.0,160195.4,1,es,Spanish,GB,10,2026-04-05 12:41:54
bui3q02NK8Y,Unakku Thaan - Music Video | Chithha | Siddharth | Santhosh Narayanan | Deeraj Vaidy | Etaki,Think Music India,2023-09-22,2023,9,926,PT3M56S,163876631,1548232.0,18648.0,176972.6,1,en,English,search,10,2026-04-05 12:41:54
a8dgNdJVluc,サカナクション / 怪獣　-Music Video-,サカナクション sakanaction,2025-03-15,2025,3,385,PT4M50S,70874275,621142.0,17566.0,184089.03,1,ja,Japanese,search,10,2026-04-05 12:41:54
Nu2pLnm450o,Yedi - Video Song | Dhanush | Pavish | Anikha | GV Prakash | Jonita Gandhi #NEEK,Wunderbar Films,2025-03-19,2025,3,382,PT3M34S,69727192,347838.0,4710.0,182531.92,1,en,English,search,10,2026-04-05 12:41:54
G7wWmv24W50,Ruger - Jay Jay (Official Music Video),RugerVEVO,2025-02-14,2025,2,414,PT2M55S,26270042,121087.0,5138.0,63454.21,0,en,English,search,10,2026-04-05 12:41:54
AbdsDpDEUTI,"Jeeva Neene - Video Song | Martin | Dhruva Sarja, Vaibhavi S | A P Arjun | Mani Sharma | Sonu Nigam",Saregama Kannada,2024-09-03,2024,9,579,PT4M13S,39124081,220153.0,13053.0,67571.82,0,en,English,search,10,2026-04-05 12:41:54
mk80Rc3VMjc,"كليب بشوات البلد - محمود الليثى وعمر كمال ""2026""",Omar Kamal,2026-03-29,2026,3,6,PT4M38S,475433,7346.0,238.0,79238.83,0,ar,Arabic,EG,10,2026-04-05 12:41:54
HK3LjI2InOg,j-hope ‘Killin' It Girl (Solo Version)’ Official MV (Choreography ver.),HYBE LABELS,2025-06-15,2025,6,293,PT2M39S,87839290,1252824.0,33710.0,299792.8,1,ko,Korean,search,10,2026-04-05 12:41:54
jx4CichrKfI,Like idols like bodyguard 😎  #blackpink #blink,Moonlight-_-Queen,2024-12-08,2024,12,483,PT13S,36376365,,3520.0,75313.39,0,en-IN,en-IN,search,10,2026-04-05 12:41:54
vMLk_T0PPbk,"Black Eyed Peas, Shakira - GIRL LIKE ME (Official Music Video)",BlackEyedPeasVEVO,2020-12-04,2020,12,1947,PT3M54S,904599158,6424501.0,236447.0,464611.79,1,es,Spanish,search,10,2026-04-05 12:41:54
GJe2S_sxY1c,As 30 Melhores Músicas Pop 2025 🎧 Top Hits em Inglês 🎶 As Músicas Pop Mais Escutadas em 2025,Nemo,2025-02-16,2025,2,413,PT3H11M5S,8569537,46305.0,1273.0,20749.48,0,es,Spanish,search,10,2026-04-05 12:41:54
3EVTSc42fhM,Ahare Shoishob (আহারে শৈশব) Saif Zohan | Bangla New Song 2024,Saif Zohan,2024-05-01,2024,5,704,PT3M42S,20620118,178978.0,7780.0,29289.94,0,bn,Bengali,search,10,2026-04-05 12:41:54
DyYOwvnhTcA,MERO - UÇURUM [Official Video],MERO,2025-07-24,2025,7,254,PT3M14S,66507390,237762.0,6553.0,261840.12,1,tr,Turkish,search,10,2026-04-05 12:41:54
ueQLIaAb1os,Farid - Matsebsh Adya (Official Lyric Video) | فريد - متسيبش ايديا,Farid - فريد,2026-04-02,2026,4,2,PT4M57S,98402,3706.0,299.0,49201.0,0,ar,Arabic,EG,10,2026-04-05 12:41:54
0UzUDPT47dE,Top 5 Most iconic Popular TikTok trending Japanese Songs 2026🎧😍🌍|Trending on TikTok|PART2|#explore,tunesphere,2026-02-09,2026,2,55,PT57S,2848756,48467.0,1347.0,51795.56,0,en-US,en-US,search,10,2026-04-05 12:41:54
1t0iJ7F_k9Q,BTS (방탄소년단) ‘찐 방탄회식’ #2022BTSFESTA,BANGTANTV,2022-06-14,2022,6,1391,PT1H1M56S,27485365,2226202.0,129938.0,19759.43,0,ko,Korean,search,10,2026-04-05 12:41:54
qal34e9v_pk,Suzume no Tojimari『Suzume』Theme Song,AniMelody – Anime Music,2022-09-29,2022,9,1283,PT4M31S,31126718,762246.0,11249.0,24260.89,0,en,English,search,10,2026-04-05 12:41:54
0wlKlUaXjTk,"Vaahe ""වාහේ"" - Jo Perera x Jeewaka Weerasinghe",Jo Perera ,2026-03-20,2026,3,16,PT3M50S,125361,4856.0,262.0,7835.06,0,si,si,LK,10,2026-04-05 12:41:54
LrRn6G4R9Tc,Shaky ( Official Video ) Sanju Rathod Ft. Isha Malviya | G-Spark | New #Marathi Songs 2026...,ShekhTanveerVEVO,2026-03-16,2026,3,20,PT3M36S,2644426,5595.0,71.0,132221.3,1,en,English,BD,10,2026-04-05 12:41:54
fd3PJfv7SaY,Grupo Menos é Mais e Matheus Fernandes - Lapada Dela (Clipe Oficial),Grupo Menos é Mais,2023-01-26,2023,1,1164,PT2M40S,224216306,726083.0,5029.0,192625.69,1,pt-PT,pt-PT,search,10,2026-04-05 12:41:54
pPL4vSjDj9c,متركزش وتتامل وتبصبص ( انا مش صحبك وحبيبك ) عصام صاصا الكروان - توزيع كيمو الديب Official Video,عصام صاصا - Essam Saasa,2026-03-23,2026,3,12,PT3M36S,1150045,16305.0,1089.0,95837.08,0,ar,Arabic,EG,10,2026-04-05 12:41:54
O_YhYk5rH6Y,Official Video | Kunya Satvin Jadutona Kela | माझा जाणू दुसरीचा झाला | Jadutona Song | SK Brothers,SK Star Music Company,2025-11-02,2025,11,154,PT6M20S,19477042,84757.0,1855.0,126474.3,1,en-IN,en-IN,search,10,2026-04-05 12:41:54
rlALxb1M_-Q,wonyoung if we ever broke up 😠🍒 #kpop #shorts #viral,kpopfication,2023-07-01,2023,7,1009,PT19S,2076599,88896.0,2080.0,2058.08,0,en,English,search,10,2026-04-05 12:41:54
HAWYOuMGkK0,V 'Winter Ahead (with PARK HYO SHIN)' Official MV,HYBE LABELS,2024-11-29,2024,11,492,PT6M23S,26309639,1698691.0,167888.0,53474.88,0,ko,Korean,search,10,2026-04-05 12:41:54
AY8ozp3NkZg,ARRASTA ELA,Dj 2W - Topic,2026-03-26,2026,3,10,PT2M19S,437939,6533.0,33.0,43793.9,0,en,English,BR,10,2026-04-05 12:41:54
OFUSq3rah_o,Your Love Is Too Much (feat. Lihle Zuma),Feza - Topic,2026-04-03,2026,4,2,PT4M51S,72022,4326.0,0.0,36011.0,0,en,English,ZA,10,2026-04-05 12:41:54
ljycvGbk4pg,Zain Group - إعلان زين العيد 2025 - أهلاً بالعيد (Official Music Video),ZainGroupVEVO,2026-03-20,2026,3,15,PT1M28S,600651,1637.0,82.0,40043.4,0,en,English,SA,10,2026-04-05 12:41:54
tfXMfIiir4U,"Она Везде (Премьера клипа, 2026)",HouseOfJuhuro,2026-04-01,2026,4,4,PT4M57S,221683,3097.0,156.0,55420.75,0,ru,Russian,RU,10,2026-04-05 12:41:54
-iGA1HzRWmQ,All BLACKPINK's wins❤️from their beginning until now,Yona,2024-05-10,2024,5,694,PT59S,4769911,252488.0,1289.0,6873.07,0,en,English,search,10,2026-04-05 12:41:54
XJDPzNzQ3RE,Run BTS! 2022 Special Episode - Fly BTS Fly Part 1,BANGTANTV,2022-10-11,2022,10,1271,PT34M30S,32148368,1600431.0,37701.0,25293.76,0,ko,Korean,search,10,2026-04-05 12:41:54
bE1slS_aI3g,Ma ta dhale dhale - Shanta Rani Pariyar • Paul Shah • Khem Century • Juna • Shreyashi• New Teej Song,Shanta Rani Pariyar,2024-08-19,2024,8,594,PT8M24S,120479544,470590.0,10471.0,202827.52,1,en,English,search,10,2026-04-05 12:41:54
3ny_kUn4V60,Grupo Firme - Cabrón Y Medio (Video Oficial),Grupo Firme,2026-04-03,2026,4,2,PT2M47S,796879,19292.0,738.0,398439.5,1,es-MX,es-MX,MX,10,2026-04-05 12:41:54
XyYkPM2THAg,Niska - Adriano (Clip Officiel),Niska Officiel,2025-07-11,2025,7,267,PT2M25S,38647494,247584.0,6792.0,144747.17,1,fr,French,search,10,2026-04-05 12:41:54
TVXUttt56sE,ALLALLO NERALLO TELUGU LATEST FOLK DJ SONG  | 2022 | #7NOTESPRODUCTIONS,7notes Productions,2022-06-18,2022,6,1387,PT4M47S,32091933,119898.0,2303.0,23137.66,0,en,English,search,10,2026-04-05 12:41:54
8Nj77bW0MkY,Hasan Raheem - Bewajah ft. Umair (Official Music Video),Hasan Raheem,2026-03-28,2026,3,8,PT3M43S,452737,18517.0,1284.0,56592.12,0,en,English,PK,10,2026-04-05 12:41:54
o8kYzDbwZ20,O Pagli Re | ও পাগলি  রে | Tomake Chara Thaka Jantrona | Mithun Saha | Romantic Song | BonG Media,Ujjal Film,2025-11-29,2025,11,127,PT4M6S,18531653,351111.0,16205.0,145918.53,1,en-IN,en-IN,search,10,2026-04-05 12:41:54
so2HoeW9gPA,Kichhu Kichhu Kotha Lyrical | Arijit Singh | Kaushiki | Lorai,Asha Audio,2019-01-14,2019,1,2638,PT4M33S,28647283,272395.0,4547.0,10859.47,0,en-GB,en-GB,search,10,2026-04-05 12:41:54
RlUb2F-zLxw,星野源 – アイデア (Official Video),星野源 Gen Hoshino,2018-08-19,2018,8,2785,PT5M57S,85527661,474898.0,19067.0,30710.11,0,ja,Japanese,search,10,2026-04-05 12:41:54
pwNHFv6uhz4,"DYSTINCT - Wala 5, 7, 10 (prod. YAM & Unleaded) / ديستانكت - ولا 5,7,10",Avalon Music,2024-02-16,2024,2,778,PT3M20S,18098987,111394.0,2492.0,23263.48,0,nl,nl,search,10,2026-04-05 12:41:54
P7bVX6fJfCg,Omoinotake | 幾億光年 【Official Music Video】,Omoinotake,2024-02-06,2024,2,789,PT5M16S,120870432,478434.0,10909.0,153194.46,1,ja,Japanese,search,10,2026-04-05 12:41:55
SGEJ6znM5bc,Hiral Mari Hetal - 4K Video - Gopal Bharwad - Latest Gujarati Song 2025,Jigar Studio,2025-06-08,2025,6,301,PT8M39S,16379898,111290.0,2129.0,54418.27,0,en,English,search,10,2026-04-05 12:41:55
guL_-lvkY5o,Lyrical: Chaand Ne Kaho | Sachin-Jigar | Jigardan | Yash S | Chaal Jeevi Laiye | Zen Music Gujarati,Zen Music Gujarati,2020-02-08,2020,2,2247,PT5M7S,20879624,93560.0,1134.0,9292.22,0,en,English,search,10,2026-04-05 12:41:55
csV8vnSOXTE,Segundo Amor De Tu Vida (En Vivo) - Eugenia Quevedo | @labandadecarlitosok,Eugenia Quevedo,2026-03-19,2026,3,16,PT2M49S,1240842,11075.0,868.0,77552.62,0,es-419,es-419,AR,10,2026-04-05 12:41:55
lgTHGZF3BQw,"Pal Pal Dil Ke Paas - Title | Arijit Singh | Karan Deol, Sahher | Parampara, Sachet, Rishi Rich",Zee Music Company,2019-08-27,2019,8,2413,PT3M3S,320929105,3752175.0,82577.0,133000.04,1,en,English,search,10,2026-04-05 12:41:55
-9R59Lg8k3w,"BLACKPINK ""Pink Venom"" - ""Shut Down"" Performance at Le Gala des Pièces Janues (01/28/2023)",Stryder Force,2023-01-29,2023,1,1161,PT15M13S,6994099,119568.0,2277.0,6024.2,0,en,English,search,10,2026-04-05 12:41:55
4m-S5mReK2s,Camin - MIEDO AL FUEGO,Camin,2026-03-26,2026,3,9,PT2M53S,110515,1975.0,45.0,12279.44,0,es,Spanish,ES,10,2026-04-05 12:41:55
GkG60kISnfc,ILLIT (아일릿) 'jellyous’ Official MV,HYBE LABELS,2025-07-07,2025,7,271,PT3M9S,58291402,694389.0,20196.0,215097.42,1,ko,Korean,search,10,2026-04-05 12:41:55
gm5pni4YqGU,DJ EST CE QUE TU M’AIMES X DIMANA HATIMU SLOW VIRAL TIKTOK FULL SONG MAMAN FVNDY 2024,Maman Fvndy Rmx,2024-09-03,2024,9,578,PT4M16S,18737656,110474.0,2647.0,32418.09,0,id,Indonesian,search,10,2026-04-05 12:41:55
t4H_Zoh7G5A,"Jennifer Lopez, Pitbull - On The Floor",JenniferLopezVEVO,2011-03-04,2011,3,5511,PT4M27S,2779694084,11737549.0,516394.0,504390.14,1,en,English,search,10,2026-04-05 12:41:55
sLE7AYC-ulo,IL’HAN - Kelin (Official Music Video),IL'HAN IHSAN,2026-03-25,2026,3,10,PT3M20S,462725,9859.0,441.0,46272.5,0,kk,kk,KZ,24,2026-04-05 12:41:55
SvbjtlywPi8,#Heartbroken 💔 Aisi Khuda Dua De De ▶ #Jaani ✍ #BPraak  👨‍🎤 #NoraFatehi 💃 #RajkummarRao 🕺 #ytshorts,T-Series,2023-01-24,2023,1,1167,PT46S,86178363,2997485.0,4608.0,73846.07,0,en,English,search,10,2026-04-05 12:41:55
DY5uo9o4wD4,"Katrina Kaif and Vicky Kaushal, Dance On Swag Se Swagat and Most Popular Dialogue How Is The Josh...",Beats On Music,2022-04-02,2022,4,1464,PT1M,217582104,8541345.0,5180.0,148621.66,1,en,English,search,10,2026-04-05 12:41:55
BDDP1YbV41o,Nepali DJ Blast || Badal || Aashish || Ankit || JKB Music || Cover Mashup,JKB Music,2019-06-23,2019,6,2477,PT13M55S,43686665,251865.0,5505.0,17636.93,0,en,English,search,10,2026-04-05 12:41:55
AtHNI2A2cFY,Where Do Broken Hearts Go,Soundrift - Topic,2026-03-28,2026,3,8,PT5M15S,146670,939.0,0.0,18333.75,0,en,English,PH,10,2026-04-05 12:41:55
qwNS5KwwGeI,हनुमान चालीसा | Hanuman Chalisa | Full Audio | Shankar Mahadevan | Ajay-Atul Song | 2023,Jai Hanuman,2023-04-06,2023,4,1095,PT9M18S,80987974,732080.0,37830.0,73961.62,0,hi,Hindi,search,10,2026-04-05 12:41:55
M3mQoWBj-BU,||MUZE PYAR HUA remix||#nonstop || मुझे प्यार हुआ||Marathi DJ song| DJ Remix | New Marathi  DJ Songs,DJ LUCKY ,2024-06-10,2024,6,664,PT3M8S,30578804,152824.0,1015.0,46052.42,0,en,English,search,10,2026-04-05 12:41:55
xoD5BsXngEE,Truckan Wale (Official Video) R Nait | Jasmeen Akhtar | Dolisha |  Bhana | Punjabi Song 2024,R Nait,2024-09-27,2024,9,555,PT4M28S,30312675,123456.0,2554.0,54617.43,0,en,English,search,10,2026-04-05 12:41:55
gz1GLVdIBFo,AURA = ♾️ | VIRAL AURA MUSIC PLAYLIST 2025 🔥,EMPIRE PHONK,2025-04-19,2025,4,350,PT21M9S,38875198,290210.0,9230.0,111071.99,1,pt-PT,pt-PT,search,10,2026-04-05 12:41:55
zrYBx8fjV_k,"Tame Impala, JENNIE - Dracula (JENNIE Remix)",Vibe Music,2026-03-25,2026,3,10,PT3M30S,2270363,22772.0,806.0,227036.3,1,en,English,MN,10,2026-04-05 12:41:55
nYEoxne_20Y,"Neela Nilave - Video Song | RDX | Kapil Kapilan | Sam CS | Shane Nigam,Antony Varghese,Neeraj Madhav",Saregama Malayalam,2023-08-28,2023,8,951,PT4M23S,175226174,909972.0,20103.0,184254.65,1,en,English,search,10,2026-04-05 12:41:55
NHwnUGq_u8s,Rakesh Barot | Bandhi Muthi Lakh Ni Kholi To Kakh Ni | Gujarati New Song 2023 | ગુજરાતી ગીત,Saregama Gujarati,2023-12-25,2023,12,832,PT8M6S,26769965,168986.0,3840.0,32175.44,0,en,English,search,10,2026-04-05 12:41:55
3OVGHCQLsdc,فهيد النتيفات ومبارك الدوسري - لعب الطرب | الحان : محمد الشادي (حصرياً) | 2026,فهيد النتيفات FAHID ALNTEFAT l,2026-03-18,2026,3,17,PT3M57S,372160,3664.0,120.0,21891.76,0,ar,Arabic,SA,10,2026-04-05 12:41:55
ZpZZvIOcdwE,@SaiAbhyankkar  - Pavazha Malli (Unplugged) | Shruti Haasan | Vivek | Think Indie,Think Music India,2026-03-31,2026,3,5,PT1M25S,2589267,91965.0,1366.0,517853.4,1,en,English,IN,10,2026-04-05 12:41:55
EDVuLDubVII,Mani Sahiba Tu ❤| Official Song | Shravani More | Vinod Kumavat | Bhaiya More | Anjana Barlekar |,Shravani More Official ,2024-05-01,2024,5,704,PT5M8S,54830078,178655.0,4652.0,77883.63,0,en,English,search,10,2026-04-05 12:41:55
g2ICJnfgSpc,love songs Tamil 😘😘😘😘,senguttuvan 💓,2022-06-12,2022,6,1393,PT16S,6912168,377014.0,2017.0,4962.07,0,en,English,search,10,2026-04-05 12:41:55
YxWlaYCA8MU,"Jhoome Jo Pathaan Song | Shah Rukh Khan, Deepika | Vishal & Sheykhar, Arijit Singh, Sukriti, Kumaar",YRF,2022-12-22,2022,12,1200,PT3M23S,1241013701,7208345.0,253046.0,1034178.08,1,en-GB,en-GB,search,10,2026-04-05 12:41:55
GodmYPfMaio,"Ayra Starr, Rema - Who’s Dat Girl",AyraStarrVEVO,2025-10-21,2025,10,165,PT3M34S,34352694,371313.0,17207.0,208198.15,1,en,English,search,10,2026-04-05 12:41:55
BBTdS2R9pSc,القدر جابك,Bander Bin Oweer - Topic,2026-03-25,2026,3,10,PT3M43S,126540,816.0,24.0,12654.0,0,ar,Arabic,SA,10,2026-04-05 12:41:55
MQuAf6CcqV4,Necesito Encontrarte - Carin Leon (Letra),Crixara,2026-04-01,2026,4,3,PT3M21S,532285,1230.0,11.0,177428.33,1,es,Spanish,US,10,2026-04-05 12:41:55
HUGG7W2V_vA,Taur Tappa (Official Video) Shivjot | Gurlez Akhtar | Aman Hayer | New Punjabi Song 2023,Dose of Music,2023-01-14,2023,1,1177,PT2M57S,91319135,526836.0,4075.0,77586.35,0,en,English,search,10,2026-04-05 12:41:55
pS57UX6s-xw,SEVENTEEN (세븐틴) 'THUNDER' Official MV,HYBE LABELS,2025-05-26,2025,5,314,PT3M6S,79323179,1094752.0,137297.0,252621.59,1,ko,Korean,search,10,2026-04-05 12:41:55
Zrw-4bMBwAA,Eypio - Ömrüm,Mahzen Fabrick,2026-03-18,2026,3,17,PT2M39S,6620780,46239.0,860.0,389457.65,1,tr,Turkish,TR,10,2026-04-05 12:41:55
iwZxFLDS4B4,Famous K-pop Edit audios to vibe! 💥💃|| (Wear Headphones 🎧) 🎶,Kookie Girl,2023-08-11,2023,8,968,PT17M41S,1947241,39203.0,944.0,2011.61,0,en,English,search,10,2026-04-05 12:41:55
fQBqaga9ElU,Dilan Polat - Enercii,Dilan Polat,2023-07-23,2023,7,986,PT2M51S,205411720,766172.0,42537.0,208328.32,1,tr,Turkish,search,10,2026-04-05 12:41:55
dulzKNE0Yww,Omah Lay - Moving [Official Music Video],Omah Lay,2024-08-23,2024,8,590,PT2M24S,13771497,138517.0,6013.0,23341.52,0,en,English,search,10,2026-04-05 12:41:55
RNGU-7iHoDU,La Santa Muerte el Alex,El Comando Exclusivo - Topic,2026-03-24,2026,3,12,PT5M8S,1124329,11267.0,0.0,93694.08,0,es,Spanish,MX,10,2026-04-05 12:41:55
IIsDnRjdANI,"Pramod Kharel's Adhunik Song | Ma Bachekai ""म बाँचेकै"" | Shilpa Pokhrel & Bikram Budhathoki",Music Nepal ,2017-04-07,2017,4,3284,PT5M42S,47105056,233243.0,8027.0,14343.81,0,ne,Nepali,search,10,2026-04-05 12:41:55
dR9B_gPxjkk,Kiliye Kiliye - Video Song | Lokah Chapter 1: Chandra | Kalyani Priyadarshan | Naslen | Dominic Arun,Saregama Malayalam,2025-11-04,2025,11,152,PT2M5S,45149914,250133.0,2778.0,297038.91,1,en,English,search,10,2026-04-05 12:41:55
CSJD4Iba6ZA,wewantwraiths - Act Like That (Music Video),wewantwraiths,2026-04-02,2026,4,2,PT2M10S,35677,1796.0,62.0,17838.5,0,en,English,GB,10,2026-04-05 12:41:55
qP8e7lFdEho,Kanaa - Othaiyadi Pathayila Video | Arunraja Kamaraj | Dhibu Ninan Thomas,SonyMusicSouthVEVO,2019-01-26,2019,1,2626,PT4M14S,176989262,1274279.0,39682.0,67398.81,0,en,English,search,10,2026-04-05 12:41:55
1lVrYNhUkJg,Lauana Prado Raiz Goiânia - Me Leva Pra Casa / Escrito Nas Estrelas / Saudade,Lauana Prado,2023-11-07,2023,11,879,PT4M29S,264638509,685654.0,8898.0,301067.7,1,pt-PT,pt-PT,search,10,2026-04-05 12:41:55
9m3MH118dSg,Kizz Daniel - Marhaba (Official Lyric Video),KizzDanielVEVO,2024-09-25,2024,9,556,PT2M22S,17299031,138684.0,4726.0,31113.37,0,en,English,search,10,2026-04-05 12:41:55
q8H1ikm5DvY,ARJN X KDS X RONN - SHERIYA (Official Music Video)  | Def Jam India | Latest Malayalam Rap Song,MONEY VERSE RECORDS,2025-08-18,2025,8,230,PT3M36S,17801775,189396.0,5588.0,77399.02,0,en,English,search,10,2026-04-05 12:41:55
z985Q4eTnks,VIRAL PHONK/FUNK SONGS 2026,Phonk Tune,2026-01-13,2026,1,82,PT5M4S,11642382,,1354.0,141980.27,1,en,English,search,10,2026-04-05 12:41:55
yBxak6OySQs,Bruno Mars - Risk It All (Lyrics),ourmemoriestonight,2026-04-02,2026,4,3,PT3M25S,135754,204.0,5.0,45251.33,0,en,English,ID,10,2026-04-05 12:41:55
fUK2GDmCqpo,Jazeek x Sosa La M - Bend Over 2 (Official Video),Jazeek,2026-04-02,2026,4,2,PT2M32S,110567,4810.0,195.0,55283.5,0,de,German,DE,10,2026-04-05 12:41:55
pn9fJXEysNM,Zaman Zaman New Arabic Remix Song (Elson Pro Remix) New  Turkish Remix Song  bass boosted (160),"Sr,Gojol",2025-09-04,2025,9,213,PT4M43S,3983226,15177.0,549.0,18700.59,0,ar,Arabic,search,10,2026-04-05 12:41:55
Y_bSPLwGaCU,श्रीवल्ली तुना प्यार मा 💖 | Govind Gaikwad | Ahirani Love Song 2024 | Khandeshi Romantic Song,ZATPAT MARATHI 🎶,2022-06-01,2022,6,1403,PT4M23S,31047938,131660.0,2456.0,22129.68,0,mr,Marathi,search,10,2026-04-05 12:41:55
JHbcS1r1GjM,Ladka Tera Diwana  | SIRAZEE x Manju Nautiyal x Bijju Bhai  | Most Viral Song In H.P & U.K 2026 |,Sirazee,2025-12-24,2025,12,102,PT2M24S,9141168,137731.0,4360.0,89619.29,0,hi,Hindi,search,10,2026-04-05 12:41:55
y5v2XfdBT7g,કિંજલ દવે અને ફાલ્ગુની પાઠક નો જોરદાર નો ડાન્સ | Kinjal Dave | Dance | Falguni pathak | Garba,Chehar Studio Live Program,2024-10-15,2024,10,537,PT14S,19175078,544044.0,848.0,35707.78,0,en,English,search,10,2026-04-05 12:41:56
yxz4FQCtXgA,JALA JALA | জ্বালা জ্বালা | PRINCE VIDEO SONG| SHAKIB KHAN | TASNIA FARIN |RUNA LAILA & PRITOM HASAN,Pritom Hasan,2026-03-20,2026,3,15,PT3M27S,3248660,45289.0,3882.0,216577.33,1,en,English,BD,10,2026-04-05 12:41:56
2Rv8nZ-YgZ4,TEETEE & POR - Not The Best But Still Good Ost.ด้วงกับเธอ Duang With You Series | Official MV,DMD MUSIC,2026-03-25,2026,3,11,PT3M47S,1078207,55628.0,2798.0,98018.82,0,th,Thai,TH,24,2026-04-05 12:41:56
nh1X1vS0JeE,"BEST OF WISH 107.5 OPM TRENDING HITS 2020 || OPM Hugot Songs 2020 ~ Morissette, Moira, Sue Ramirez..",Jastin Santiago,2020-08-31,2020,8,2042,PT1H22M21S,24446365,68461.0,1527.0,11971.78,0,en,English,search,10,2026-04-05 12:41:56
5QIQ5QHqDbw,Saja Boys - Your Idol (Lyrics) KPop Demon Hunters,7clouds,2025-07-11,2025,7,267,PT3M12S,65685415,389753.0,16935.0,246012.79,1,en,English,search,10,2026-04-05 12:41:56
V3e59Zi54Nc,ThunderZ Tengri : Mandan badrag ft Ayas Damdyn (Official Music Video),THUNDERZ,2026-04-02,2026,4,3,PT4M32S,267177,22607.0,935.0,89059.0,0,mn,Mongolian,MN,10,2026-04-05 12:41:56
nLu0bRgDSuQ,K-TRAP FT G HERBO - CHANGE (OFFICIAL VIDEO),K-TRAP,2026-04-02,2026,4,2,PT2M38S,179373,7242.0,362.0,89686.5,0,en,English,GB,10,2026-04-05 12:41:56
OodEsjZ88TQ,Fujii Kaze - Hachikō [Official video],Fujii Kaze,2025-06-13,2025,6,296,PT4M58S,15343994,197535.0,13935.0,51837.82,0,en,English,search,10,2026-04-05 12:41:56
kpEQ3ReRQfg,Humberto e Ronaldo - Não Fala Não Pra Mim feat. Jerry Smith,Humberto e Ronaldo,2018-06-15,2018,6,2850,PT3M28S,502577712,2437240.0,63687.0,176343.06,1,pt-PT,pt-PT,search,10,2026-04-05 12:41:56
q9CrRWUivaQ,PHÁO - NO CHASE ft. RICHIE D. ICY [Prod. KRISS NGO] (Official Music Video),Pháo Northside,2026-03-28,2026,3,7,PT2M51S,533866,13116.0,403.0,76266.57,0,vi,Vietnamese,VN,10,2026-04-05 12:41:56
EamMG-IsajQ,La K'onga & Candu Dominguez - Si Se Acaba El Mundo / Khe (Vídeo Oficial),La Konga,2026-03-26,2026,3,9,PT5M41S,778371,10756.0,541.0,86485.67,0,es,Spanish,AR,10,2026-04-05 12:41:56
58u-zkDLNPg,"Tainy, Anuel AA, Ozuna - Adicto (Official Video)",TainyVEVO,2019-08-22,2019,8,2417,PT4M52S,1309255183,4046747.0,64339.0,541686.05,1,es,Spanish,search,10,2026-04-05 12:41:56
3RycPa9krns,Yeda Yung Mashup | 2025 | Marathi Rap Mashup | Bollywood Rap Mashup | Sambata | Divine | DJ Vaibhav,DJ Vaibhav In The Mix,2025-05-13,2025,5,327,PT9M16S,37694867,404519.0,5993.0,115274.82,1,en,English,search,10,2026-04-05 12:41:56
z76eeTluC_A,LACAZETTE x SAMRA x VENTI - TOX,LACAZETTE ,2026-03-26,2026,3,9,PT3M13S,886157,27185.0,1233.0,98461.89,0,de,German,DE,10,2026-04-05 12:41:56
6BTjG-dhf5s,Daddy Yankee - Limbo (Video Oficial),DaddyYankeeVEVO,2012-10-27,2012,10,4907,PT4M15S,1484075644,5483716.0,160301.0,302440.52,1,es,Spanish,search,10,2026-04-05 12:41:56
EmQV-amoijY,Hayre 12 Mash | হায়রে 12 মাস | Ria Sarkar | Omi | Ruhul | Shiba Sanu | Dance Song | Indian Music,Bangla Music 007,2025-10-27,2025,10,160,PT3M34S,42840251,254607.0,9004.0,267751.57,1,bn,Bengali,search,10,2026-04-05 12:41:56
DS-raAyMxl4,"SANAM RE Title  Song FULL VIDEO | Pulkit Samrat, Yami Gautam, Urvashi Rautela | Divya Khosla Kumar",T-Series,2016-02-26,2016,2,3690,PT4M30S,908344168,3889877.0,101672.0,246163.73,1,en,English,search,10,2026-04-05 12:41:56
RLzC55ai0eo,Heeriye (Official Video) Jasleen Royal ft Arijit Singh| Dulquer Salmaan| Aditya Sharma |Taani Tanvir,Jasleen Royal,2023-07-25,2023,7,985,PT3M19S,479807372,3483886.0,51243.0,487114.08,1,en,English,search,10,2026-04-05 12:41:56
